13	-0.16080505 0.25864813 -0.33710468 0.3182035 -0.43601093 -0.97648 0.800462 0.17119682 0.70014584 -0.37809733 0.032968216 -1.0867798 -0.011312727 -0.54772186 -0.24658176 -0.6185286 1.0313082 -0.41176412 -1.4410117 -0.3435666 -0.13065831 0.77184886 -0.7349276 0.55571306 -0.4456164 -0.013986636 0.46948907 0.41692317 0.3433751 0.35424054 0.12215652 -0.24973807 -0.59961873 -0.16445966 -0.15290962 -0.10171825 -0.24701175 0.112178445 0.83678246 0.9028796 0.3411078 0.310586 0.052126154 -0.3001587 0.6294456 -0.68365407 0.48100027 -0.48969787 0.92482376 -0.006650094 -0.49167103 0.24811935 -0.24859542 -0.58615565 0.3708553 -0.29648158 -0.053171955 0.33763248 -0.49442902 -0.3276259 0.13371536 0.4474433 1.1442645 1.0780082
14	-0.326221 -0.5378902 0.06023873 -1.0516888 -0.58200085 0.16102353 0.8304211 -0.28564999 -0.3662189 0.14535072 0.5186474 -0.79331034 0.24759986 -0.0028928071 -0.4433208 0.40561023 0.09252395 -0.7862474 -0.37309977 -0.0058872215 0.6418046 0.06654233 0.12249841 0.3686893 0.07935652 0.12485936 -0.09815681 0.29323578 -0.39184412 0.5108619 -1.0858368 -0.09571453 -0.35274142 -0.48590735 0.61515564 1.1067783 -0.8852034 0.0018245131 0.23999271 0.17781225 0.7854519 0.45453924 -0.0049193986 -0.4037065 0.37468988 -1.0765009 0.28214753 0.8547322 0.13857695 0.7710344 0.2661238 0.29636177 -0.5569567 0.35798332 0.5112244 -0.1187942 0.22196616 -0.04784539 1.1911042 0.14324678 0.0041629635 0.5277384 0.2179666 0.14889714
15	1.3101466 -0.06979708 0.21869099 0.26462644 -0.90965843 0.06460813 -0.09160106 0.15771997 -0.54124045 -0.0057234913 0.36521286 -0.0087606255 0.30769935 0.17175987 -0.10868841 -0.061468624 -0.092983805 -0.37321255 -0.32340917 -0.09494892 -0.3521251 -0.044104718 0.6211635 0.68114936 -0.55182177 0.10359661 -0.07566295 -1.090037 -1.0723112 -0.26446497 -0.17426246 0.5239492 -0.1124913 -0.91355723 -0.37339398 0.9032707 0.16797933 0.20027214 0.5203747 0.068421476 0.15334427 -0.5314824 0.5487953 0.4321359 0.04790568 0.08851643 0.51248324 1.439334 -0.17763811 -0.05232268 -0.54897034 0.32502285 0.03887086 0.0019547157 -0.16229151 -0.011765676 -0.56755555 0.16131192 0.011915904 0.7959917 0.0065887235 0.50708634 0.0002670791 0.803462
16	-0.19596988 0.13261274 -1.1032207 0.47150695 -0.6379771 0.4369313 0.43243113 0.3429464 0.5922994 0.8548122 0.31709042 -0.37014866 0.48265916 0.02190968 -0.35741103 -0.032439876 -0.4183359 0.062607974 -0.071836345 0.303201 -0.39555287 -0.065401874 0.3627748 0.18520576 -0.16746736 -0.8669901 0.45903742 0.85888916 0.2538444 -0.07182092 -0.3534193 0.33543888 -1.0010455 -0.1117942 -0.60081923 -0.31492114 0.3632064 0.0916313 -0.12613584 0.34362566 -0.35661674 1.2796454 0.3225455 -0.7742329 -0.2520599 -0.74731207 -0.4508484 -0.19108383 0.011898868 0.8336683 -0.40377045 -0.061748736 -0.33351132 -0.26416084 -0.23838222 -0.3639276 -0.5021294 -0.23060496 0.032112014 -0.015436847 -0.38349238 0.74955446 0.91806155 -0.5039922
17	0.24281445 -0.8862091 0.09076174 -0.54793715 -0.21044083 -0.006883137 0.39317685 0.14055423 0.43971425 -0.2664642 0.035961427 0.3582585 0.5946196 0.05382822 -0.5223676 0.13259211 -0.44384724 0.0071221236 -0.80629504 -0.15791303 0.0074130856 0.42534754 0.052878156 0.29290548 -0.35342926 -0.24101505 -0.3990879 -1.2171353 -1.2419257 0.543875 -0.4660691 0.050171517 0.18581094 -0.9374105 -0.22238854 0.030536251 -0.09713747 -0.647223 0.15949598 0.2738989 0.17746429 0.80828357 0.21301016 0.55891263 -0.69498223 -0.5929999 0.14720996 0.7123499 0.6485517 0.39540997 -0.041152734 0.24431966 -0.21845832 -0.12805784 0.78727686 0.17361526 -0.4879671 0.091676906 0.7253586 0.3075393 -0.26380178 0.26080602 0.7046729 -0.24443676
18	-0.7670768 0.184907 -0.20596994 -0.5700834 0.14281788 0.022160325 0.5217594 -0.15545288 -0.03545796 0.13006502 0.064468354 0.57425827 0.6674865 0.34356213 -0.8824974 0.6449057 -0.066069946 0.40095705 -0.28071764 -0.0853235 -0.21886335 0.049525548 -0.29413876 1.2182169 0.60117704 0.23991266 -0.04342625 0.97949666 -0.136358 -0.13095552 -1.350879 -0.06341135 -0.3622715 -0.22928467 0.25347826 0.6235965 -0.756176 0.17835997 0.02358602 0.43005952 0.6882415 -0.30647007 1.0504584 -0.91514564 -0.20930873 -0.038722016 0.13735537 -0.0047422852 -0.024290986 0.70335513 0.18805909 0.43858454 -0.80344594 -0.30629182 0.060161196 0.1661193 0.16791013 0.2501314 0.52398026 -0.24776882 -0.60006577 -0.017520756 0.26478928 0.13048749
19	-0.48380858 -0.11809511 -0.6899207 -0.82425886 -0.32729563 -0.29978582 0.6776275 0.7180137 -0.19606888 1.6061792 -0.0884324 0.21153034 0.07814318 -0.2853328 0.022545185 0.5561132 -0.32169372 -0.06486735 0.14410165 0.5754428 -0.24923998 0.018976925 0.811643 0.22935428 -0.18005225 -0.3413495 -0.5106249 0.6617362 0.6863952 0.20635866 -0.049236264 0.062901676 -0.19283961 0.56503034 -0.3036396 -0.1755767 -0.68214965 -0.14858466 -0.13318612 0.7831976 0.22687994 0.43077543 0.08964834 -0.28869134 0.1567375 -0.7169726 0.90513146 -0.19846645 0.6358339 0.552897 -0.07645432 0.6789057 -0.121612296 0.21683638 0.81716126 0.138238 0.09488994 1.0542201 0.11854217 0.3187023 -0.84691566 0.39912626 -0.27008957 0.5897967
20	0.10609086 -0.4201612 -0.5071148 0.3379652 -0.21735373 0.42714617 0.41232508 1.7489382 0.035986267 0.743458 0.05804777 0.8139143 0.69707537 -0.78182673 -0.57101655 0.24044304 0.14567065 0.26571837 0.3658269 1.0650045 0.12038888 0.40352488 0.3845936 0.64246005 -0.6406723 0.088050395 0.20667826 0.50222105 0.007677325 -0.2605027 -0.08041553 0.54278594 -0.46467575 0.20822388 -0.69567484 0.8757127 -0.040890444 0.24696325 0.57154346 -0.35265055 -0.4881655 0.532803 0.4233623 -0.69594496 0.2537512 -0.69182956 0.15996157 0.006494496 0.5656447 0.41055396 -0.7313119 -0.16688348 -0.67308766 -0.46533608 0.23073064 -0.7633489 -0.20280254 0.22760354 0.0612211 0.6778373 -0.41117296 -0.36093622 -0.12014742 0.10871872
21	-0.08658428 -0.4946672 -0.667212 -0.120414436 0.501043 0.5413393 0.9576315 0.065405205 0.10984458 -0.7130713 0.25084543 -0.7558508 0.1319917 -0.057807848 0.33854955 -0.14264034 -0.31527194 -0.12948875 -0.23724775 -0.34490108 0.30654657 0.48544407 0.8728338 -0.172061 -1.232128 -0.3009691 1.0674937 -0.75650454 0.5539218 1.3656752 0.6410601 -0.6740191 -0.28121158 0.036786217 0.1732249 -0.60289186 0.99261445 -0.6906626 0.37565115 0.25004032 0.016033426 0.9799977 0.17378253 1.0070251 0.070275694 -0.5157738 -0.14843816 -0.096292354 1.4300891 -0.31003857 -0.81800324 -0.09414794 0.51727974 0.24453788 0.7029281 -1.1565541 -0.66004467 0.6013911 0.23941104 1.273989 0.97405016 0.66832894 1.2027016 0.16480625
22	0.059542798 -0.10437402 -0.9290547 0.21653639 -1.7152367 -0.2296677 -0.11985229 0.7541748 0.5835787 0.6563195 0.34387904 0.51775175 0.03580016 0.5352893 -0.37025997 -0.44187105 0.24539405 -0.69964963 -0.2134122 0.9823392 -0.54475915 1.1225004 0.20063905 -0.5189469 -0.46158668 -0.35318387 -0.2294797 0.74175227 0.28541514 -0.06763433 -0.13216358 0.23752111 -0.55934805 0.3944035 0.90227604 -0.95237404 0.5555334 0.26344433 -0.5145469 -0.3751106 0.5363462 0.20172581 0.52556807 -0.66766346 0.14321552 0.16428201 0.8540249 -0.3166111 0.5625474 -0.0052946024 -0.045444295 0.5779686 -0.37698454 0.2251906 1.8999566 -0.4686897 -0.35988414 0.22103155 -0.38461208 -0.3665077 0.24079871 -0.004913535 -0.42832878 0.73264533
23	-0.2498976 -0.28247586 -0.07279606 -0.7345393 -0.9435114 0.28061825 0.38733247 0.09395857 0.15678889 -0.58397985 -0.43539944 0.37326142 0.5288853 -0.48809883 -0.81695837 0.44412968 0.12522148 -0.01090144 -0.70915025 0.4065931 -0.45785037 0.28637993 0.01860985 0.10484932 -0.09497508 0.4974166 -0.0759545 0.7689595 0.16808388 0.15929925 -0.47431123 0.99739164 -0.20146737 0.4234218 0.20105031 0.098429725 0.035719745 0.039644323 0.37566486 0.2737447 0.57803065 0.2813929 -0.2886768 -0.42944157 -0.6582813 -0.61314785 0.4090491 -0.27127033 0.18184042 0.2256296 0.28485325 0.7770186 -0.72575986 -0.12589069 0.72453713 0.040290214 -0.27147043 0.43797547 0.47497067 -0.18691719 -0.46800864 -0.49448225 1.0540017 0.93985707
24	-0.068629 -0.6136088 -0.60697997 -0.23870812 0.8358532 0.115378335 0.91655105 -0.11984895 0.64655334 0.51870644 0.48806372 0.21054357 0.5194205 -0.74578905 -0.2372558 0.82043785 -0.65365064 0.020805495 -0.3701633 -0.06725156 -0.8865324 0.39703342 0.51902395 0.025507137 -0.11753568 -1.0671786 -0.2509367 0.3330472 -0.37061 0.31101677 -0.15333056 0.3532397 -0.004451873 -0.07598478 0.05336281 0.57514286 -0.4517326 0.016352182 0.2925977 -0.11659817 0.25189024 0.97342044 0.56249833 -0.4950562 -0.42134547 -0.6663891 0.07417731 0.15561752 1.001083 0.6371726 0.193728 0.24104847 -0.48500416 0.25801674 0.111564696 0.21094078 -0.87064886 -0.027195003 0.33292514 0.5599249 -0.16998361 0.32897305 0.58426344 -0.38183057
25	-0.118222885 -0.5725698 -0.57457614 -0.3536549 0.19850758 0.2509189 0.123011194 0.53266263 0.68435884 -0.32536563 0.31725073 -0.09220196 0.8062843 -0.18793118 -0.6522484 0.14433093 -0.15164196 -0.87330204 -0.34370622 0.6237716 0.012948886 0.21507674 0.0016715334 0.75065356 -0.13366142 -0.18124889 -0.38014036 0.37975502 -0.049882367 -0.40515423 -0.80816066 0.5556947 -0.26519638 0.42206657 0.5913619 0.844966 -0.5726817 0.515365 0.20463216 -0.18345322 0.32440087 0.20875052 0.5467361 -0.44668907 -0.64833647 -0.52329874 -0.16055988 0.21404226 -0.32948142 0.39491984 -1.2485083 -0.07649901 -0.7934064 0.06344494 0.7009316 0.056510624 -0.06981656 0.8572961 0.82186747 0.48000997 0.4443034 0.015529502 0.43029812 0.8891729
26	0.50115734 -0.33451945 -0.4971496 -0.78039503 0.14064209 -0.36259922 0.19390358 0.23311865 0.6100974 -0.3859472 0.4688906 -0.06137142 -0.0002338402 -0.09857305 -0.45704988 0.000927737 0.43068856 -0.25981575 -0.69487745 -0.09210032 -0.7879743 0.51803493 0.9626748 -0.11336557 -0.122259155 -0.10828015 -0.2790611 -1.0228493 -0.5733691 0.44144014 -0.06279142 -0.029867826 -0.11336238 -0.5959967 -0.45769563 0.5204894 0.47299343 -0.9410367 -0.121684894 0.03560367 0.15048653 0.2676269 0.27802676 0.65769684 0.12205175 0.29312152 0.5666769 1.0736544 0.30835706 0.29469 -0.48828855 0.5268952 -0.020875711 -0.2090221 0.42867383 -0.6750187 -0.12161562 0.5862632 -0.3183106 0.33818653 -0.15081471 0.12317683 0.20566854 0.1541859
27	0.60673773 -0.27836686 0.11752273 -1.0711595 0.10036409 0.6056399 0.85713893 0.1278863 0.17044136 0.7293473 -0.009668246 -0.22519383 0.4586604 -0.71140015 -0.3396739 -0.2916267 0.42628706 -0.15467149 0.5452006 0.127179 -0.5953461 0.10329579 0.10330818 -1.1290507 -0.3368803 -0.04129008 0.19739382 -0.9614371 -0.6027849 0.4895874 0.056349315 -0.05621374 -0.40210938 -0.86770207 -0.23346446 0.20864595 0.46420613 -0.23498143 0.009534461 0.69112086 0.13750088 0.5049511 -0.52954984 0.46795812 -0.2549156 -0.3147885 0.08081452 0.32803336 -0.036452398 0.27788335 -0.89754695 -0.29904005 0.051685095 -0.001205571 0.89018273 -0.33547443 -0.7683566 0.44942304 0.49557823 1.1357083 0.27579537 0.12601052 0.6170399 0.12043896
28	-0.69969416 -0.8341532 -0.08765863 -0.6202642 -0.41070837 -0.043306127 0.6818833 0.6821586 0.6822971 -0.7955974 0.21839234 -0.15104175 0.27436408 -0.9495418 -0.1401456 0.5542465 -0.746904 -0.14698607 -0.51028645 0.23503217 -0.21799453 0.20634061 1.0628617 0.1302298 -0.85586286 0.23289864 0.32061332 0.6495631 0.5763487 0.66860974 0.70496243 -0.023567691 -0.033130586 0.4598564 -1.0363178 -0.043942817 0.018344183 0.2842086 0.42019495 0.27369702 0.36725608 0.79612714 0.15211816 -0.23488179 -0.11485289 -0.46184286 0.18999784 -0.5888922 0.8429067 0.09470095 -0.048803717 0.11286006 -0.11094024 -0.014678938 0.42637876 -0.9026379 -0.2791325 0.9441909 -0.23702666 0.8956977 0.34075522 -0.0430703 1.1981024 0.39882618
29	-0.23080577 -0.33526465 -0.67392415 -0.93950284 -0.03640355 0.43791115 0.4759189 0.33040658 0.28376576 0.013622461 0.09318298 -0.18550922 -0.35195214 -0.71633184 0.9023739 -0.002082128 -1.1274016 -0.62442535 -0.64116496 0.03683123 -0.20815021 0.024320776 0.21470372 0.55260855 0.04787278 -0.045147862 -0.3961751 0.07142336 0.06873652 0.22414266 0.18370983 0.0771887 -1.2765064 0.6996146 -0.5328809 0.4880901 -0.6715401 -0.58265656 0.2931046 -0.2092571 0.4718967 0.20164357 0.13138221 0.26324818 -0.81598264 -0.5225657 0.0150139015 -0.011679467 -0.010215502 -0.7554725 0.12736005 0.037110448 0.73038816 0.31135988 0.8430802 -0.2371398 -0.18371302 0.6781566 0.3110552 -0.021937577 0.13187806 0.15663712 0.3756566 0.41412893
30	0.3508491 -0.26420596 -1.1889689 -0.19056574 0.18813977 0.012524631 -0.07234421 1.1730851 0.6358083 0.52150214 -0.33814657 0.23945555 0.22264233 -0.24319531 0.016552912 0.025514893 -0.47574016 -0.699253 0.18105508 0.55299455 0.20864324 0.80557597 -0.23077637 0.2512728 -0.52379894 -0.9183103 0.02997069 0.26252592 0.29014292 0.4374472 0.068476856 1.1438757 0.23334034 0.11451148 0.4293303 -0.34841368 -0.0943996 0.60491157 0.25666025 0.67152745 0.5032929 -0.23860534 0.27659434 -0.012796022 0.26253423 -0.9040954 0.8018282 -0.52415276 0.58880514 -0.16915606 -0.3280307 0.60934544 -0.074126996 -0.6585371 -0.29108778 -0.7177529 -0.8317534 0.38676578 0.16305766 -0.45195097 -0.5020314 0.45712298 0.21803783 1.2144519
31	-0.55664444 -0.05471559 -1.0636715 -0.3748919 0.2931917 0.011268876 -0.2763552 0.16416198 0.76116353 -0.3418838 0.67524576 -0.43712193 -0.27715433 -0.0009816643 0.2555237 0.13660601 0.3486992 -0.54108953 0.5347084 0.21952303 -1.3197327 0.20957555 -0.26190323 0.41974735 0.37260735 -0.43595248 0.33320373 0.15941216 -0.034775272 0.029447086 -0.29673442 0.27762026 -1.43625 -0.33325046 -0.44880348 1.0131677 -1.1517236 -0.13231036 0.92323846 0.101288155 0.7124502 0.25355846 1.13173 0.14447927 -0.9923096 -0.10566786 0.32738 -0.3838265 -0.12419484 -0.68196034 0.55400026 0.3635848 0.21957597 0.45282766 0.8606422 -0.5729237 0.4162527 0.3533026 0.59426534 -0.4546315 -0.13094798 0.532041 -0.20142613 -0.5011972
32	0.4328481 -0.81649154 -0.1785821 -0.065738514 -0.12898561 0.0072062556 -0.085553765 0.23408073 1.0655235 0.07302874 0.26438376 0.8453205 0.12475148 -0.3316124 -0.35023496 0.39958784 -0.45543975 -0.011312902 -0.4621525 0.47555426 0.07278386 0.039047685 0.66069496 -0.59716326 -0.5733807 0.17241755 -0.59668005 -0.7941013 -0.6705837 0.9564385 -0.1369791 0.05050113 -0.5212169 -0.47791064 0.15327547 -0.16067043 0.33675402 -0.21321309 0.40610334 0.71382225 -0.24399555 1.1026908 0.5112964 0.25586748 -0.43325275 -0.37684584 0.38121113 0.52211183 0.19385898 0.4578653 -0.26519468 0.060821652 -0.20643616 -0.070705585 0.19694191 -0.20596111 -0.37936068 0.6580583 0.4365836 0.15307447 -0.6095191 0.4073292 -0.06454049 0.19360858
33	0.3338316 0.21284027 -0.34549743 0.8073364 0.1527445 -0.07997806 0.32753864 0.5666013 -0.055359747 0.59933084 0.43087593 -0.065370336 -0.55857766 -0.4638801 0.5589231 0.6281359 -0.6254283 -0.029539905 -0.21693559 0.26590028 -0.09706791 0.14413776 0.047995225 0.18062682 -0.6385318 0.105264716 -0.3028048 -0.3644612 -0.4258993 0.042399257 1.1766346 0.47815058 -0.10645169 -0.16334657 -0.34108886 0.032006465 -0.21234551 -0.49859166 0.7665776 0.25060934 -0.7952198 -0.021934664 0.24007599 0.5403658 -0.12080317 -0.14889997 0.34995633 0.5071769 0.46317974 -0.51744586 0.062146742 0.41879526 0.56312394 -0.4560555 -0.53139734 -0.15337035 -0.0058068987 0.19702156 -0.3330265 0.83508384 -0.60717297 0.066517666 0.33177412 0.71759963
